word,pronunciation
obfuscate,ˈɑbfəˌskeɪt
obfuscation,ˌɑbfəˈskeɪʃən
obituaries,oʊˈbɪʧuˌɛriz
obituary,oʊˈbɪʧuˌɛri
object,ˈɑbʤɛkt
objected,əˈbʤɛktəd
objecting,əˈbʤɛktɪŋ
objection,əˈbʤɛkʃən
objectionable,əˈbʤɛkʃənəbəl
objections,əˈbʤɛkʃənz
objective,əˈbʤɛktɪv
objectively,ɑˈbʤɛktɪvli
objectives,əˈbʤɛktɪvz
objectivity,ˌɑbʤɛkˈtɪvɪti
objector,əˈbʤɛktər
objectors,əˈbʤɛktərz
objects,ˈɑbʤɛkts
oblate,ˈɑbleɪt
obligate,ˈɑbləˌgeɪt
obligated,ˈɑbləˌgeɪtɪd
obligation,ˌɑbləˈgeɪʃən
obligations,ˌɑbləˈgeɪʃənz
obligatory,əˈblɪgəˌtɔri
oblige,əˈblaɪʤ
obliged,əˈblaɪʤd
obliges,əˈblaɪʤɪz
obliging,əˈblaɪʤɪŋ
obligingly,əˈblaɪʤɪŋli
oblique,əˈblik
obliquely,əˈblikli
obliterate,əˈblɪtərˌeɪt
obliterated,əˈblɪtərˌeɪtɪd
obliterates,əˈblɪtərˌeɪts
obliterating,əˈblɪtərˌeɪtɪŋ
obliteration,əˌblɪtərˈeɪʃən
oblivion,əˈblɪviən
oblivious,əˈblɪviəs
oblong,ˈɑblɔŋ
obnoxious,ɑbˈnɑkʃəs
oboe,ˈoʊboʊ
oboist,ˈoʊboʊəst
obscene,əbˈsin
obscenely,ɑbˈsinəli
obscenities,ɑbˈsɛnɪtiz
obscenity,əbˈsɛnɪti
obscure,əbˈskjʊr
obscured,əbˈskjʊrd
obscures,əbˈskjʊrz
obscuring,əbˈskjʊrɪŋ
obscurity,əbˈskjʊrəti
obsequious,əbˈsikwiəs
observable,əbˈzərvəbəl
observables,əbˈzərvəbəlz
observance,əbˈzərvəns
observances,əbˈzərvənsɪz
observant,əbˈzərvənt
observation,ˌɑbzərˈveɪʃən
observations,ˌɑbzərˈveɪʃənz
observatories,əbˈzərvəˌtɔriz
observatory,əbˈzərvəˌtɔri
observe,əbˈzərv
observed,əbˈzərvd
observer,əbˈzərvər
observers,əbˈzərvərz
observes,əbˈzərvz
observing,əbˈzərvɪŋ
obsess,əbˈsɛs
obsessed,əbˈsɛst
obsesses,əbˈsɛsɪz
obsessing,əbˈsɛsɪŋ
obsession,əbˈsɛʃən
obsessional,əbˈsɛʃənəl
obsessions,əbˈsɛʃənz
obsessive,əbˈsɛsɪv
obsessively,ɑbˈsɛsɪvli
obsidian,əbˈsɪdiən
obsolescence,ˌɑbsəˈlɛsəns
obsolescent,ˌɑbsəˈlɛsənt
obsolete,ˌɑbsəˈlit
obstacle,ˈɑbstəkəl
obstacles,ˈɑbstəkəlz
obstetric,əbˈstɛtrɪk
obstetrician,ˌɑbstəˈtrɪʃən
obstetricians,ˌɑbstəˈtrɪʃənz
obstetrics,əbˈstɛtrɪks
obstinacy,ˈɑbstənəsi
obstinate,ˈɑbstənət
obstreperous,əbˈstrɛpərəs
obstruct,əbˈstrəkt
obstructed,əbˈstrəktɪd
obstructing,əbˈstrəktɪŋ
obstruction,əbˈstrəkʃən
obstructionism,əbˈstrəkʃəˌnɪzəm
obstructions,əbˈstrəkʃənz
obstructive,əbˈstrəktɪv
obstructs,əbˈstrəkts
obtain,əbˈteɪn
obtainable,əbˈteɪnəbəl
obtained,əbˈteɪnd
obtaining,əbˈteɪnɪŋ
obtains,əbˈteɪnz
obtrude,əbˈtrud
obtrusive,əbˈtrusɪv
obtuse,ɑbˈtus
obverse,əbˈvərs
obviate,ˈɑbviˌeɪt
obviated,ˈɑbviˌeɪtəd
obviates,ˈɑbviˌeɪts
obviating,ˈɑbviˌeɪtɪŋ
obvious,ˈɑbviəs
obviously,ˈɑbviəsli
occasion,əˈkeɪʒən
occasional,ɔˈkeɪʒənəl
occasionally,ɔˈkeɪʒənəˌli
occasioned,ɔˈkeɪʒənd
occasions,ɔˈkeɪʒənz
occident,ˈɑksəˌdɛnt
occidental,ˌɑksəˈdɛntəl
occipital,ɑkˈsɪpətəl
occlusion,əˈkluʒən
occult,əˈkəlt
occupancy,ˈɑkjəpənsi
occupant,ˈɑkjəpənt
occupants,ˈɑkjəpənts
occupation,ˌɑkjəˈpeɪʃən
occupational,ɑkjəˈpeɪʃənəl
occupations,ˌɑkjəˈpeɪʃənz
occupied,ˈɑkjəˌpaɪd
occupier,ˈɑkjəˌpaɪər
occupiers,ˈɑkjəˌpaɪərz
occupies,ˈɑkjəˌpaɪz
occupy,ˈɑkjəˌpaɪ
occupying,ˈɑkjəˌpaɪɪŋ
occur,əˈkər
occurred,əˈkərd
occurrence,əˈkərəns
occurrences,əˈkərənsɪz
occurring,əˈkərɪŋ
occurs,əˈkərz
ocean,ˈoʊʃən
oceanic,ˌoʊʃiˈænɪk
oceanographer,ˌoʊʃəˈnɑgrəfər
oceanographic,ˌoʊʃənəˈgræfɪk
oceanography,ˌoʊʃəˈnɑgrəfi
oceans,ˈoʊʃənz
ocelot,ˈɑsəˌlɑt
ochre,ˈoʊkər
octagon,ˈɑktəˌgɑn
octagonal,ɑkˈtægənəl
octahedral,ˌɑktəˈhidrəl
octahedron,ˌɑktəˈhidrən
octane,ˈɑkteɪn
octave,ˈɑktɪv
octaves,ˈɑktɪvz
octet,ɑkˈtɛt
october,ɑkˈtoʊbər
octogenarian,ˌɑktəʤɪˈnɛriən
octopus,ˈɑktəˌpʊs
oculist,ˈɔkjuˌlɪst
odd,ɑd
odder,ˈɑdər
oddest,ˈɑdəst
oddities,ˈɑdətiz
oddity,ˈɑdəti
oddly,ˈɑdli
odds,ɑdz
ode,oʊd
odes,oʊdz
odin,ˈoʊdən
odious,ˈoʊdiəs
odometer,ˌoʊˈdɑmətər
odorous,ˈoʊdərəs
odour,ˈoʊdər
odours,ˈoʊdərs
odyssey,ˈɑdəsi
oedipus,ˈɛdɪpəs
oeuvre,ˈuvrə
of,əv
off,ɔf
offbeat,ˈɔfˈbit
offend,əˈfɛnd
offended,əˈfɛndɪd
offender,əˈfɛndər
offenders,əˈfɛndərz
offending,əˈfɛndɪŋ
offends,əˈfɛndz
offensive,əˈfɛnsɪv
offensively,əˈfɛnsɪvli
offensives,əˈfɛnsɪvz
offer,ˈɔfər
offered,ˈɔfərd
offering,ˈɔfərɪŋ
offerings,ˈɔfərɪŋz
offers,ˈɔfərz
offhand,ˈɔfˈhænd
office,ˈɔfəs
officer,ˈɔfɪsər
officers,ˈɔfɪsərz
offices,ˈɔfəsɪz
official,əˈfɪʃəl
officialdom,əˈfɪʃəldəm
officially,əˈfɪʃəli
officials,əˈfɪʃəlz
officiate,əˈfɪʃiˌeɪt
officiated,əˈfɪʃiˌeɪtəd
officiating,əˈfɪʃiˌeɪtɪŋ
offset,ˈɔfˌsɛt
offshoot,ˈɔfˌʃut
offshore,ˈɔfˈʃɔr
oft,ɔft
often,ˈɔfən
ogle,ˈoʊgəl
ogled,ˈoʊgəld
ogre,ˈoʊgər
oh,oʊ
ohio,oʊˈhaɪoʊ
ohm,oʊm
ohms,oʊmz
oil,ɔɪl
oiled,ɔɪld
oiler,ˈɔɪlər
oilers,ˈɔɪlərz
oilfield,ˈɔɪlˌfild
oilfields,ˈɔɪlˌfildz
oiling,ˈɔɪlɪŋ
oilman,ˈɔɪlˌmæn
oilmen,ˈɔɪlˈmɛn
oils,ɔɪlz
oily,ˈɔɪli
ointment,ˈɔɪntmənt
ok,ˈoʊˈkeɪ
okay,ˌoʊˈkeɪ
okayed,ˌoʊˈkeɪd
okays,ˌoʊˈkeɪz
oklahoma,ˌoʊkləˈhoʊmə
old,oʊld
olden,ˈoʊldən
older,ˈoʊldər
oldest,ˈoʊldəst
oldfashioned,ˌoʊldˈfæʃənd
oldie,ˈoʊldi
ole,ˌoʊˈleɪ
oleander,ˈoʊliˌændər
olfactory,oʊlˈfæktəri
olive,ˈɑlɪv
oliver,ˈɑlɪvər
olives,ˈɑlɪvz
olympia,oʊˈlɪmpiə
olympiad,oʊˈlɪmpiˌæd
olympian,oʊˈlɪmpiən
olympic,oʊˈlɪmpɪk
olympics,oʊˈlɪmpɪks
olympus,oʊˈlɪmpəs
ombudsman,ˈɑmbədzmən
omega,oʊˈmɛgə
omen,ˈoʊmən
omens,ˈoʊmənz
ominous,ˈɑmənəs
ominously,ˈɑmənəsli
omission,oʊˈmɪʃən
omissions,oʊˈmɪʃənz
omit,oʊˈmɪt
omits,oʊˈmɪts
omitted,oʊˈmɪtɪd
omitting,oʊˈmɪtɪŋ
omnibus,ˈɑmnəbəs
omnibuses,ˈɑmnəbəsəz
omnipotence,ɑmˈnɪpətəns
omnipotent,ɑmˈnɪpətənt
omnipresence,ˌɑmnəˈprɛzəns
omnipresent,ˌɑmnɪˈprɛzənt
omniscient,ɑmˈnɪʃənt
omnivorous,ɑmˈnɪvərəs
on,ɔn
onagers,ˈɑnəʤərz
once,wəns
one,wən
oneness,ˈwənəs
onerous,ˈoʊnərəs
ones,wənz
oneself,ˌwənˈsɛlf
ongoing,ˈɔnˌgoʊɪŋ
onion,ˈənjən
onions,ˈənjənz
onlooker,ˈɔnˌlʊkər
onlookers,ˈɔnˌlʊkərz
only,ˈoʊnli
onset,ˈɔnˌsɛt
onshore,ˈɑnˌʃɔr
onslaught,ˈɔnsˌlɔt
ontario,ɑnˈtɛrioʊ
onto,ˈɔntu
ontogeny,ɑnˈtɑʤəni
ontological,ˌɑntəˈlɑʤɪkəl
ontology,ɑnˈtɑləʤi
onus,ˈoʊnəs
onward,ˈɔnwərd
onwards,ˈɑnwərdz
onyx,ˈɑnɪks
oodles,ˈudəlz
ooh,u
oops,ups
ooze,uz
oozed,uzd
oozes,ˈuzɪz
oozing,ˈuzɪŋ
opacity,oʊˈpæsəti
opal,ˈoʊpəl
opaque,oʊˈpeɪk
open,ˈoʊpən
opened,ˈoʊpənd
opener,ˈoʊpənər
openers,ˈoʊpənərz
opening,ˈoʊpənɪŋ
openings,ˈoʊpənɪŋz
openly,ˈoʊpənli
openness,ˈoʊpənəs
opens,ˈoʊpənz
opera,ˈɑprə
operable,ˈɑpərəbəl
operas,ˈɑprəz
operate,ˈɔpərˌeɪt
operated,ˈɑpərˌeɪtəd
operates,ˈɑpərˌeɪts
operatic,ˌɑpərˈætɪk
operating,ˈɔpərˌeɪtɪŋ
operation,ˌɑpərˈeɪʃən
operational,ˌɑpərˈeɪʃənəl
operationally,ˈɑpərˈeɪʃənəli
operations,ˌɑpərˈeɪʃənz
operative,ˈɑpərətɪv
operatives,ˈɑpərətɪvz
operator,ˈɑpərˌeɪtər
operators,ˈɔpərˌeɪtərz
operetta,ˌɑpərˈɛtə
operettas,ˌɑpərˈɛtəz
ophthalmic,ɑfˈθælmɪk
ophthalmologist,ˌɑpθəˈmɑləʤɪst
ophthalmologists,ˌɑpθəˈmɑləʤɪsts
ophthalmology,ˌɑpθəˈmɑləʤi
opiate,ˈoʊpiət
opiates,ˈoʊpiəts
opine,oʊˈpaɪn
opined,oʊˈpaɪnd
opines,oʊˈpaɪnz
opining,oʊˈpaɪnɪŋ
opinion,əˈpɪnjən
opinionated,əˈpɪnjəˌneɪtɪd
opinions,əˈpɪnjənz
opium,ˈoʊpiəm
opossum,oʊˈpɑsəm
opponent,əˈpoʊnənt
opponents,əˈpoʊnənts
opportune,ˌɑpərˈtun
opportunism,ˌɑpərˈtuˌnɪzəm
opportunist,ˌɑpərˈtunɪst
opportunistic,ˌɑpərˌtuˈnɪstɪk
opportunists,ˌɑpərˈtunɪsts
opportunities,ˌɑpərˈtunətiz
opportunity,ˌɑpərˈtunəti
oppose,əˈpoʊz
opposed,əˈpoʊzd
opposes,əˈpoʊzɪz
opposing,əˈpoʊzɪŋ
opposite,ˈɑpəzɪt
opposites,ˈɑpəzɪts
opposition,ˌɑpəˈzɪʃən
oppositions,ˌɑpəˈzɪʃənz
oppress,əˈprɛs
oppressed,əˈprɛst
oppresses,əˈprɛsɪz
oppressing,əˈprɛsɪŋ
oppression,əˈprɛʃən
oppressions,əˈprɛʃənz
oppressive,əˈprɛsɪv
oppressor,əˈprɛsər
oppressors,əˈprɛsərz
opprobrium,əˈproʊbriəm
opt,ɑpt
opted,ˈɑptɪd
optic,ˈɑptɪk
optical,ˈɑptɪkəl
optically,ˈɑptɪkli
optician,ɑpˈtɪʃən
opticians,ɑpˈtɪʃənz
optics,ˈɑptɪks
optima,ˈɑptɪmə
optimal,ˈɑptɪməl
optimism,ˈɑptɪˌmɪzəm
optimist,ˈɑptɪmɪst
optimistic,ˌɑptɪˈmɪstɪk
optimistically,ˌɑptɪˈmɪstɪkəli
optimists,ˈɑptɪˌmɪsts
optimum,ˈɑptɪməm
opting,ˈɑptɪŋ
option,ˈɔpʃən
optional,ˈɔpʃənəl
options,ˈɔpʃənz
opts,ɑpts
opulence,ˈɑpjələns
opulent,ˈɑpjələnt
opus,ˈoʊpəs
or,ər
oracle,ˈɔrəkəl
oracles,ˈɔrəkəlz
oral,ˈɔrəl
orally,ˈɔrəli
orange,ˈɔrɪnʤ
oranges,ˈɔrɪnʤɪz
orangutan,ɔˈræŋətɑn
orangutans,ɔˈræŋətɑnz
oration,ɔˈreɪʃən
orations,ɔˈreɪʃənz
orator,ˈɔrətər
oratorical,ˌɔrəˈtɔrəkəl
oratorio,ˌɑrəˈtɔrioʊ
orators,ˈɔrətərz
oratory,ˈɔrəˌtɔri
orb,ɔrb
orbit,ˈɔrbət
orbital,ˈɔrbətəl
orbited,ˈɔrbətəd
orbiter,ˈɔrbətər
orbiting,ˈɔrbətɪŋ
orbits,ˈɔrbəts
orca,ˈɔrkə
orchard,ˈɔrʧərd
orchards,ˈɔrʧərdz
orchestra,ˈɔrkəstrə
orchestral,ɔrˈkɛstrəl
orchestras,ˈɔrkəstrəz
orchestrate,ˈɔrkɪˌstreɪt
orchestrated,ˈɔrkɪˌstreɪtɪd
orchestrates,ˈɔrkəˌstreɪts
orchestrating,ˈɔrkɪˌstreɪtɪŋ
orchestration,ˌɔrkəˈstreɪʃən
orchestrations,ˌɔrkəˈstreɪʃənz
orchid,ˈɔrkəd
orchids,ˈɔrkədz
ordain,ɔrˈdeɪn
ordained,ɔrˈdeɪnd
ordaining,ɔrˈdeɪnɪŋ
ordeal,ɔrˈdil
ordeals,ɔrˈdilz
order,ˈɔrdər
ordered,ˈɔrdərd
ordering,ˈɔrdərɪŋ
orderliness,ˈɔrdərlinəs
orderly,ˈɔrdərli
orders,ˈɔrdərz
ordinance,ˈɔrdənəns
ordinances,ˈɔrdənənsɪz
ordinarily,ˌɔrdəˈnɛrəli
ordinary,ˈɔrdəˌnɛri
ordination,ˌɔrdəˈneɪʃən
ordnance,ˈɔrdnəns
ore,ɔr
ores,ɔrz
organ,ˈɔrgən
organelles,ˌɔrgəˈnɛlz
organic,ɔrˈgænɪk
organically,ɔrˈgænɪkli
organics,ɔrˈgænɪks
organisation,ˌɔrgənɪˈzeɪʃən
organisations,ˌɔrgənɪˈzeɪʃənz
organism,ˈɔrgəˌnɪzəm
organisms,ˈɔrgəˌnɪzəmz
organist,ˈɔrgənəst
organs,ˈɔrgənz
orgies,ˈɔrʤiz
orgy,ˈɔrʤi
orient,ˈɔriˌɛnt
oriental,ˌɔriˈɛnəl
orientals,ˌɔriˈɛnəlz
orientated,ˈɔriənˌteɪtɪd
orientation,ˌɔriɛnˈteɪʃən
orientations,ˌɔriɛnˈteɪʃənz
oriented,ˈɔriˌɛntɪd
orifice,ˈɔrəfəs
orifices,ˈɔrəfəsəz
origami,ˌɔriˈgɑˌmi
origin,ˈɔrəʤən
original,ərˈɪʤənəl
originality,ərˌɪʤəˈnælɪti
originally,ərˈɪʤənəli
originals,ərˈɪʤənəlz
originate,ərˈɪʤəˌneɪt
originated,ərˈɪʤəˌneɪtəd
originates,ərˈɪʤəˌneɪts
originating,ərˈɪʤəˌneɪtɪŋ
origination,ərˌɪʤəˈneɪʃən
originator,ərˈɪʤəˌneɪtər
originators,ərˈɪʤəˌneɪtərz
origins,ˈɔrəʤɪnz
ornament,ˈɔrnəmənt
ornamental,ˌɔrnəˈmɛntəl
ornamentation,ˌɔrnəmɛnˈteɪʃən
ornamented,ˈɔrnəˌmɛntɪd
ornaments,ˈɔrnəmənts
ornate,ɔrˈneɪt
ornately,ɔrˈneɪtli
ornithological,ˌɔrnɪθəˈlɔʤɪkəl
ornithology,ˌɔrnɪˈθɑləʤi
orphan,ˈɔrfən
orphanage,ˈɔrfənəʤ
orphanages,ˈɔrfənɪʤɪz
orphaned,ˈɔrfənd
orphans,ˈɔrfənz
orpheus,ˈɔrfiəs
orthodontist,ˌɔrθəˈdɑntəst
orthodox,ˈɔrθəˌdɑks
orthodoxy,ˈɔrθəˌdɑksi
orthogonal,ɔrˈθɔgənəl
orthography,ɔrˈθɑgrəfi
oscar,ˈɔskər
oscars,ˈɔskərz
oscillate,ˈɑsəˌleɪt
oscillated,ˈɑsəˌleɪtəd
oscillates,ˈɑsəˌleɪts
oscillating,ˈɑsəˌleɪtɪŋ
oscillation,ˌɑsəˈleɪʃən
oscillations,ˌɑsəˈleɪʃənz
oscillator,ˈɑsəˌleɪtər
oscillators,ˈɑsəˌleɪtərz
oscillatory,ˈɑsələˌtɔri
oscilloscope,ˌɔˈsɪləˌskoʊp
oscilloscopes,ˌɔˈsɪləˌskoʊps
oslo,ˈɑzloʊ
osmium,ˈɑzmiəm
osmosis,ˌɔzˈmoʊsɪs
osmotic,ɑzˈmɑtək
osprey,ˈɔspri
ossification,ˌɑsəfəˈkeɪʃən
ossified,ˈɑsəˌfaɪd
ostensible,ɑˈstɛnsəbəl
ostensibly,ɑˈstɛnsəbli
ostentation,ˌɔstɛnˈteɪʃən
ostentatious,ˌɑstənˈteɪʃəs
ostentatiously,ˌɑstənˈteɪʃəsli
osteoarthritis,ˌɑstiˌoʊɑrθˈraɪtəs
osteoporosis,ˌɔstiˌɑpərˈoʊsɪs
ostracism,ˈɔstrəˌsɪzəm
ostrich,ˈɔstrɪʧ
ostriches,ˈɑstrɪʧɪz
other,ˈəðər
otherness,ˈəðərnəs
others,ˈəðərz
otherwise,ˈəðərˌwaɪz
otter,ˈɑtər
otters,ˈɑtərz
ottoman,ˈɑtəmən
ouch,aʊʧ
ought,ɔt
ounce,aʊns
ounces,ˈaʊnsɪz
our,ɑr
ours,ɑrz
ourselves,ɑrˈsɛlvz
oust,aʊst
ousted,ˈaʊstɪd
ouster,ˈaʊstər
ousting,ˈaʊstɪŋ
out,aʊt
outage,ˈaʊtɪʤ
outages,ˈaʊtɪʤɪz
outback,ˈaʊtˌbæk
outbid,ˈaʊtˌbɪd
outbids,ˈaʊtˌbɪdz
outboard,ˈaʊtˌbɔrd
outbound,ˈaʊtˌbaʊnd
outbreak,ˈaʊtˌbreɪk
outbreaks,ˈaʊtˌbreɪks
outburst,ˈaʊtˌbərst
outbursts,ˈaʊtˌbərsts
outcast,ˈaʊtˌkæst
outcasts,ˈaʊtˌkæsts
outclassed,ˈaʊtˌklæst
outcome,ˈaʊtˌkəm
outcomes,ˈaʊtˌkəmz
outcries,ˈaʊtˌkraɪz
outcry,ˈaʊtˌkraɪ
outdated,ˈaʊtˌdeɪtɪd
outdid,ˈaʊtˌdɪd
outdo,ˌaʊtˈdu
outdoes,ˌaʊtˈdəz
outdoing,ˌaʊtˈduɪŋ
outdone,ˈaʊtˈdən
outdoor,ˈaʊtˌdɔr
outdoors,ˈaʊtˈdɔrz
outer,ˈaʊtər
outermost,ˈaʊtərˌmoʊst
outfield,ˈaʊtˌfild
outfit,ˈaʊtˌfɪt
outfits,ˈaʊtˌfɪts
outfitters,ˈaʊtˌfɪtərz
outflank,ˈaʊtˌflæŋk
outflanked,aʊtˈflæŋkt
outflow,ˈaʊtˌfloʊ
outflows,ˈaʊtˌfloʊz
outfox,aʊtˈfɑks
outfoxed,aʊtˈfɑkst
outfoxes,aʊtˈfɑksɪz
outgo,ˈaʊtˌgoʊ
outgoing,ˈaʊtˌgoʊɪŋ
outgrew,ˌaʊtˈgru
outgrow,ˌaʊtˈgroʊ
outgrowing,ˈaʊtˌgroʊɪŋ
outgrown,ˌaʊtˈgroʊn
outgrowth,ˈaʊtˌgroʊθ
outguess,ˈaʊtˌgɛs
outhouse,ˈaʊˌthaʊs
outhouses,ˈaʊˌthaʊsɪz
outing,ˈaʊtɪŋ
outings,ˈaʊtɪŋz
outlandish,aʊˈtlændɪʃ
outlast,ˈaʊˌtlæst
outlasted,ˈaʊˌtlæstɪd
outlasts,ˈaʊˌtlæsts
outlaw,ˈaʊˌtlɔ
outlawed,ˈaʊˌtlɔd
outlawing,ˈaʊˌtlɔɪŋ
outlawry,ˈaʊˌtlɔri
outlaws,ˈaʊˌtlɔz
outlay,ˈaʊˌtleɪ
outlays,ˈaʊˌtleɪz
outlet,ˈaʊˌtlɛt
outlets,ˈaʊˌtlɛts
outlier,ˈaʊtlaɪər
outliers,ˈaʊtlaɪərz
outline,ˈaʊˌtlaɪn
outlined,ˈaʊˌtlaɪnd
outlines,ˈaʊˌtlaɪnz
outlining,ˈaʊˌtlaɪnɪŋ
outlive,ˌaʊˈtlɪv
outlived,ˌaʊˈtlɪvd
outlives,ˌaʊˈtlɪvz
outliving,ˌaʊˈtlɪvɪŋ
outlook,ˈaʊˌtlʊk
outlooks,ˈaʊˌtlʊks
outlying,ˈaʊˌtlaɪɪŋ
outmoded,ˌaʊtˈmoʊdɪd
outnumber,aʊtˈnəmbər
outnumbered,ˌaʊtˈnəmbərd
outnumbering,ˈaʊtˌnəmbərɪŋ
outnumbers,aʊtˈnəmbərz
outpace,ˈaʊtˌpeɪs
outpaced,ˈaʊtˌpeɪst
outpacing,ˈaʊtˌpeɪsɪŋ
outpatient,ˈaʊtˌpeɪʃənt
outpatients,ˈaʊtˌpeɪʃənts
outperform,ˈaʊtpərˌfɔrm
outperformed,ˈaʊtpərˌfɔrmd
outperforming,ˈaʊtpərˌfɔrmɪŋ
outperforms,ˈaʊtpərˈfɔrmz
outplacement,ˈaʊtˌpleɪsmənt
outpost,ˈaʊtˌpoʊst
outposts,ˈaʊtˌpoʊsts
outpouring,ˌaʊtˈpɔrɪŋ
output,ˈaʊtˌpʊt
outputs,ˈaʊtˌpʊts
outrage,ˈaʊˌtreɪʤ
outraged,ˈaʊˌtreɪʤd
outrageous,aʊˈtreɪʤəs
outrageously,ˌaʊˈtreɪʤəsli
outrages,ˈaʊˌtreɪʤɪz
outraging,ˈaʊˌtreɪʤɪŋ
outran,aʊˈtræn
outreach,ˈaʊˌtriʧ
outrider,ˈaʊˌtraɪdər
outriders,ˈaʊˌtraɪdərz
outrigger,ˈaʊˌtrɪgər
outright,ˈaʊˈtraɪt
outrun,aʊˈtrən
outruns,aʊˈtrənz
outs,aʊts
outsell,aʊtˈsɛl
outset,ˈaʊtˌsɛt
outshine,ˈaʊˌʧaɪn
outshines,ˈaʊˌʧaɪnz
outshining,ˈaʊˌʧaɪnɪŋ
outshone,aʊtˈʃoʊn
outside,ˈaʊtˈsaɪd
outsider,aʊtˈsaɪdər
outsiders,aʊtˈsaɪdərz
outsides,ˈaʊtˈsaɪdz
outsize,ˈaʊtˌsaɪz
outskirts,ˈaʊtˌskərts
outsmart,ˈaʊtsˌmɑrt
outsold,aʊtˈsoʊld
outsourcing,ˌaʊtˈsɔrsɪŋ
outspoken,ˈaʊtˈspoʊkən
outspokenness,aʊtˈspoʊkənəs
outstanding,ˌaʊtˈstændɪŋ
outstandingly,ˌaʊtˈstændɪŋli
outstretched,aʊtˈstrɛʧt
outstrip,aʊtˈstrɪp
outstripped,aʊtˈstrɪpt
outstripping,aʊtˈstrɪpɪŋ
outstrips,aʊtˈstrɪps
outvoted,aʊtˈvoʊtəd
outward,ˈaʊtwərd
outwardly,ˈaʊtwərdli
outwards,ˈaʊtwərdz
outweigh,ˈaʊtˌweɪ
outweighed,aʊtˈweɪd
outweighing,ˈaʊtˌweɪɪŋ
outweighs,ˈaʊtˌweɪz
outwit,ˈaʊtˌwɪt
outwits,ˈaʊtˌwɪts
outwitted,ˈaʊtˌwɪtəd
outwitting,ˈaʊtˌwɪtɪŋ
ova,ˈoʊvə
oval,ˈoʊvəl
ovarian,oʊˈvɛˌriən
ovaries,ˈoʊˌvəriz
ovary,ˈoʊˌvəri
ovate,ˈoʊveɪt
ovation,oʊˈveɪʃən
ovations,oʊˈveɪʃənz
oven,ˈəvən
ovens,ˈəvənz
over,ˈoʊvər
overact,ˈoʊvərˌækt
overacted,ˌoʊvərˈæktɪd
overactive,ˈoʊvərˈæktɪv
overacts,ˈoʊvərˌækts
overall,ˈoʊvərˌɔl
overalls,ˈoʊvərˌɔlz
overambitious,ˈoʊvəræmˌbɪʃəs
overate,oʊvərˈeɪt
overbearing,ˈoʊvərˈbɛrɪŋ
overboard,ˈoʊvərˌbɔrd
overburdened,ˈoʊvərˈbərdənd
overcame,ˈoʊvərˈkeɪm
overcapacity,ˈoʊvərkəˈpæsəti
overcast,ˈoʊvərˌkæst
overcharge,ˈoʊvərˌʧɑrʤ
overcharged,ˈoʊvərˈʧɑrʤd
overcharging,ˌoʊvərˈʧɑrʤɪŋ
overcoat,ˈoʊvərˌkoʊt
overcoats,ˈoʊvərˌkoʊts
overcome,ˈoʊvərˌkəm
overcomes,ˈoʊvərˌkəmz
overcoming,ˈoʊvərˌkəmɪŋ
overconfident,ˌoʊvərˈkɑnfɪdənt
overcook,ˌoʊvərˈkʊk
overcooked,ˌoʊvərˈkʊkt
overcrowd,ˌoʊvərˈkraʊd
overcrowded,ˈoʊvərˌkraʊdɪd
overcrowding,ˈoʊvərˌkraʊdɪŋ
overdid,ˈoʊvərˌdɪd
overdo,ˈoʊvərˈdu
overdoes,ˌoʊvərˈdəz
overdoing,ˈoʊvərˈduɪŋ
overdone,ˈoʊvərˈdən
overdose,ˈoʊvərˌdoʊs
overdosed,ˈoʊvərˌdoʊst
overdoses,ˈoʊvərˌdoʊsɪz
overdosing,ˈoʊvərˌdoʊsɪŋ
overdraft,ˈoʊvərˌdræft
overdrafts,ˈoʊvərˌdræfts
overdraw,ˈoʊvərˌdrɔ
overdrawn,ˈoʊvərˈdrɔn
overdrive,ˈoʊvərˌdraɪv
overdue,ˈoʊvərˈdu
overeat,ˈoʊvərˌit
overeating,ˈoʊvərˈitɪŋ
overestimate,ˌoʊvərˈɛstəˌmeɪt
overestimated,ˌoʊvərˈɛstəˌmeɪtɪd
overestimates,ˌoʊvərˈɛstəˌmeɪts
overestimating,ˌoʊvərˈɛstəˌmeɪtɪŋ
overexposed,ˌoʊvərɪkˈspoʊzd
overexposure,ˌoʊvərɪkˈspoʊʒər
overextended,ˌoʊvərɪkˈstɛndəd
overfed,ˌoʊvərˈfɛd
overfeed,ˌoʊvərˈfid
overfill,ˈoʊvərˌfɪl
overfishing,ˈoʊvərˌfɪʃɪŋ
overflow,ˌoʊvərˈfloʊ
overflowed,ˌoʊvərˈfloʊd
overflowing,ˈoʊvərˌfloʊɪŋ
overflows,ˈoʊvərˌfloʊz
overfly,ˌoʊvərˈflaɪ
overflying,ˌoʊvərˈflaɪɪŋ
overgrazing,ˈoʊvərˌgreɪzɪŋ
overgrown,ˌoʊvərˈgroʊn
overgrowth,ˈoʊvərgroʊθ
overhang,ˈoʊvərˌhæŋ
overhanging,ˈoʊvərˌhæŋɪŋ
overhangs,ˈoʊvərˌhæŋz
overhaul,ˈoʊvərˌhɔl
overhauled,ˈoʊvərˌhɔld
overhauling,ˈoʊvərˌhɔlɪŋ
overhauls,ˈoʊvərˌhɔlz
overhead,ˈoʊvərˈhɛd
overheads,ˈoʊvərˌhɛdz
overhear,ˈoʊvərˈhir
